,CWE_CLASS,CLEAN_DESCRIPTION
18196,0,tcpdump allows remote attackers cause denial service heap based buffer read application crash crafted packet data crash occurs function called function spanning tree protocol
18199,0,function twibright links allows remote attackers cause denial service buffer read crafted html file
18200,0,function openexif allows remote attackers cause denial service heap based buffer read application crash crafted jpg file
18201,0,function openexif allows remote attackers cause denial service heap based buffer read application crash crafted jpg file
18203,0,function cpu nosefart mls allows remote attackers cause denial service invalid memory read application crash crafted nsf file
18206,0,function allows remote attackers cause denial service buffer read application crash crafted audio file mishandled code case similar issue
18217,0,php phar archive handler attackers supplying malicious archive files crash php interpreter potentially disclose information buffer read function ext phar
18228,1,finecms allows remote attackers execute arbitrary php code url manager add site action enter code sequence domain demonstrated phpinfo input value
18249,0,issue discovered adobe flash player earlier versions vulnerability occurs result computation reads data past end target buffer integer overflow computation abstraction creates arbitrarily sized transparent opaque bitmap image use invalid range pointer offset access internal data structure fields causes vulnerability successful attack lead sensitive data exposure
18250,0,adobe acrobat reader versions earlier earlier earlier earlier exploitable bounds read vulnerability successful exploitation lead arbitrary code execution context current user
18251,0,adobe acrobat reader versions earlier earlier earlier earlier exploitable bounds read vulnerability successful exploitation lead arbitrary code execution context current user
18252,0,adobe acrobat reader versions earlier earlier earlier earlier exploitable bounds read vulnerability successful exploitation lead arbitrary code execution context current user
18266,0,adobe acrobat reader versions earlier earlier earlier earlier exploitable bounds read vulnerability successful exploitation lead arbitrary code execution context current user
18267,0,adobe acrobat reader versions earlier earlier earlier earlier exploitable bounds read vulnerability successful exploitation lead arbitrary code execution context current user
18282,0,function qemu aka quick emulator allows local guest os privileged users cause denial service bounds access guest instance crash leveraging use access guest ram block area
18284,0,heap based buffer read function crafted input lead remote denial service attack
18286,0,heap based buffer read libsass crafted input lead remote denial service attack
18290,0,function sound exchange sox allows remote attackers cause denial service invalid memory read application crash crafted hcom file
18294,0,function api shoco allows remote attackers cause denial service buffer read application crash malformed compressed data
18306,0,integer overflow function libavcodec ffmpeg allows remote attackers cause denial service array access application crash possibly unspecified impact crafted ape file
18321,1,gnome exe thumbnailer prone vbscript injection generating thumbnails msi files aka bad taste issue local attack victim uses gnome files file manager navigates directory containing file vbscript code filename
18322,0,function mspack libmspack clamav products allows remote attackers cause denial service stack based buffer read application crash crafted cab file
18323,0,function slirp qemu aka quick emulator allows local guest os users cause denial service bounds read qemu process crash crafted dhcp options string
18334,1,sap trex allows remote attackers read arbitrary files fget command write arbitrary files consequently execute arbitrary code fdir command aka sap security note
18338,0,function parser ruby allows attackers cause denial service invalid write read possibly unspecified impact crafted ruby script related function note security relevance bypass safe protection mechanism
18370,0,imagemagick processes crafted file convert lead heap based buffer read writeuilimage function coders
18372,0,imagemagick processes crafted file convert lead heap based buffer read writepsimage function coders
18376,0,imagemagick processes crafted file convert lead heap based buffer read getpixelindex function called writepiconimage function coders
18377,0,tcpdump heap based buffer read function print related util
18378,0,tcpdump heap based buffer read function print
18380,0,function allows remote attackers cause denial service heap based buffer read crafted mid file note crash relevant option note documentation suggests setuid root installation
18388,0,fontforge vulnerable heap based buffer read pscharstringtosplines resulting dos code execution crafted otf file
18389,0,fontforge vulnerable heap based buffer read readttfcopyrights resulting dos code execution crafted otf file
18390,0,fontforge vulnerable buffer read umodenc resulting dos code execution crafted otf file
18391,0,fontforge vulnerable heap based buffer read readcfftopdicts resulting dos code execution crafted otf file
18392,0,fontforge vulnerable buffer read validatepostscriptfontname resulting dos code execution crafted otf file
18393,0,fontforge vulnerable buffer read strnmatch resulting dos code execution crafted otf file related readttfcopyrights function
18394,0,fontforge vulnerable buffer read getsid resulting dos code execution crafted otf file
18399,1,dayrui finecms remote php code execution param parameter action cache request libraries aka eval injection
18407,0,net xfrm linux kernel enabled ensure dir value allows local users cause denial service bounds access possibly unspecified impact xfrm netlink message
18408,0,heap based buffer read libsass related address crafted input lead remote denial service attack
18409,0,heap based buffer read function libsass crafted input lead remote denial service attack
18424,0,imagemagick processes crafted file convert lead heap based buffer read writecipimage function coders related getpixelluma function magickcore pixel
18432,0,bounds read write flaw found way sipcrack processed sip traffic termination payload array mishandled remote attacker potentially use flaw crash sipdump process generating specially crafted sip traffic
18435,0,function wildmidi cause denial service invalid memory read application crash crafted mid file
18436,0,function wildmidi cause denial service invalid memory read application crash crafted mid file
18437,0,function wildmidi cause denial service invalid memory read application crash crafted mid file
18438,0,function wildmidi cause denial service invalid memory read application crash crafted mid file
18441,0,bounds read flaw related function found way handled processing network packets remote attacker potentially use flaw crash process certain circumstances generating specially crafted network traffic
18442,0,bounds read flaw related function found way handled processing network packets remote attacker potentially use flaw crash process certain circumstances generating specially crafted network traffic
18443,0,length validation leading bounds read write flaw found way handled network traffic function remote attacker potentially use flaw crash process generating specially crafted network traffic
18447,1,traversestrictsanitize function includes classes zencart mishandles key strings allows remote authenticated users execute arbitrary php code placing code invalid array index array parameter export error log entry invalid array index
18462,0,heap based buffer read found function decompileif util ming allows attackers cause denial service crafted file
18464,0,psi artifex ghostscript mishandles references scanner state structure allows remote attackers cause denial service application crash possibly unspecified impact crafted postscript document related bounds read function psi
18465,1,job metinfo blocks extension related extensions allow remote authenticated admins execute arbitrary php code uploading file certain actions involving admin system job
18469,0,function libavcodec ffmpeg allows remote attackers cause denial service array access possibly unspecified impact crafted dnxhd file
18471,0,writeonepngimage function coders graphicsmagick allows remote attackers cause denial service bounds read application crash crafted file program actual control flow inconsistent indentation resulted logging statement executing outside loop consequently invalid array index corresponding loop exit condition
18475,0,heap based buffer read found function opcode called decompilesetmember util ming allows attackers cause denial service crafted file
18476,0,heap based buffer read found function opcode called line util ming allows attackers cause denial service crafted file
18477,0,heap based buffer read found function opcode called line util ming allows attackers cause denial service crafted file
18478,0,invalid memory read vulnerability found function opcode called islogicalop decompileif util ming allows attackers cause denial service crafted file
18480,0,heap based buffer read found function decompilecallfunction util ming allows attackers cause denial service crafted file
18496,0,getimagedepth function magickcore imagemagick allow remote attackers cause denial service heap based buffer read crafted flexible image transport system fits file
18501,1,projeqtor allows remote authenticated users execute arbitrary php code uploading file composed concatenated image data script data demonstrated uploading image description text area
18525,0,potrace heap based buffer read function
18560,0,ytnef invalid memory read vulnerability found function swapdword allows attackers cause denial service crafted file
18648,0,cisco webex network recording player bounds vulnerability exists cisco webex network recording player advanced recording format arf webex recording format wrf files remote attacker exploit providing user malicious arf wrf file email url convincing user launch file exploitation cause affected player crash cases allow arbitrary code execution system targeted user cisco bug ids
18650,0,clamav antivirus software versions prior contain vulnerability allow unauthenticated remote attacker cause denial service dos condition potentially execute arbitrary code affected device vulnerability improper input validation checking mechanisms mew packet files sent affected device successful exploit cause heap based buffer read condition clamav scans malicious file allowing attacker cause dos condition potentially execute arbitrary code affected device
18651,0,clamav antivirus software versions prior contain vulnerability allow unauthenticated remote attacker cause denial service dos condition affected device vulnerability improper input validation checking mechanisms tape archive files sent affected device successful exploit cause checksum buffer read condition clamav scans malicious file potentially allowing attacker cause dos condition affected device
18659,1,ibm quality manager rqm vulnerable html injection remote attacker inject malicious html code viewed executed victim web browser security context hosting site ibm x force id
18670,0,function minidjvu cause denial service invalid memory read application crash crafted djvu file
18671,0,function minidjvu cause denial service invalid memory read application crash crafted djvu file
18672,0,function minidjvu cause denial service invalid memory read application crash crafted djvu file
18673,0,function minidjvu cause denial service invalid memory read application crash crafted djvu file
18674,0,function minidjvu cause denial service invalid memory read application crash crafted djvu file
18675,0,function vms binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause bounds heap read crafted vms file
18678,0,function bfd coff bfd binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause bounds stack read crafted coff image file
18679,0,function bfd mach o binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause bounds heap read crafted mach o file
18680,0,function binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause bounds heap read crafted vms alpha file
18681,0,function bfd vms binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause arbitrary memory read crafted vms alpha file
18682,0,function vms binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause bounds heap read crafted vms alpha file
18683,0,function gnu binutils earlier allows remote attackers cause bounds heap read crafted binary file
18685,0,function bfd binary file descriptor bfd library aka libbfd distributed gnu binutils earlier allows remote attackers cause bounds heap read crafted nlm file
18698,1,ibm quality manager rqm vulnerable html injection remote attacker inject malicious html code viewed executed victim web browser security context hosting site ibm x force id
18728,0,openexr crafted image causes heap based buffer read hufdecode function ilmimf exrmaketiled execution result denial service possibly unspecified impact
18730,0,opencv open source computer vision library bounds read error function modules imgcodecs src reading image file demonstrated opencv invalid read fread test case
18731,0,opencv open source computer vision library bounds read error function reading image file
18740,0,functions invoked invalid month field value apache portable runtime apr prior bounds memory accessed converting value value potentially revealing contents different static heap value resulting program termination represent information disclosure denial service vulnerability applications apr functions unvalidated external input
18744,0,apache portable runtime utility apr util prior fail validate integrity sdbm database files functions resulting possible bound read access local user write access database program process functions crash cause denial service
18756,0,imagemagick bounds read vulnerability readonemngimage coders
18802,0,bounds read issue discovered smiths medical medfusion wireless syringe infusion pump version party component pump reads memory bounds causing communications module crash smiths medical assesses crash communications module impact operation therapeutic module
18845,0,heap based buffer read getbits function src allows remote attackers cause possible denial service bounds read possibly unspecified impact crafted file
18865,0,smb cifs parser tcpdump buffer read
18866,0,protocol parsers tcpdump cause buffer read
18867,0,icmp parser tcpdump buffer read print
18868,0,isakmp parser tcpdump buffer read print
18869,0,iso clns parser tcpdump buffer read print
18870,0,nfs parser tcpdump buffer read print
18871,0,decnet parser tcpdump buffer read print
18873,0,protocol parsers tcpdump cause buffer read util
18874,0,eigrp parser tcpdump buffer read print
18875,0,zephyr parser tcpdump buffer read print functions
18892,0,function ext standard php prone buffer read unserializing untrusted data exploitation issue unspecified impact integrity php
18893,0,readmngimage function coders graphicsmagick mishandles large mng images leading invalid memory read setimagecolorcallback function magick
18894,0,readsunimage function coders graphicsmagick colormap heap based buffer read
18896,0,unrar bounds read function
18897,0,unrar bounds read function
18905,0,function libgig allows remote attackers cause denial service stack based buffer read application crash crafted gig file
18908,0,function libgig allows remote attackers cause denial service invalid memory read application crash crafted gig file
18910,0,illegal address access lead remote denial service
18911,0,heap based buffer read triggered function lead remote denial service
18912,0,illegal address access function data data libpspp library gnu pspp lead remote denial service
18916,0,illegal address access libsass leading remote denial service attack note similar remains exploitable vendor fix available github
18917,0,getsym function binary file descriptor bfd library aka libbfd distributed gnu binutils allows remote attackers cause denial service stack based buffer read application crash malformed tekhex binary
18927,0,parser tcpdump buffer read print
18928,0,routing header parser tcpdump buffer read print
18929,0,ieee parser tcpdump buffer read
18930,0,telnet parser tcpdump buffer read print
18934,0,bgp parser tcpdump buffer read print
18935,0,ripng parser tcpdump buffer read print
18936,0,juniper protocols parser tcpdump buffer read print functions
18937,0,bgp parser tcpdump buffer read print
18939,0,parser tcpdump buffer read print
18941,0,parser tcpdump buffer read print
18942,0,parser tcpdump buffer read print
18943,0,ieee parser tcpdump buffer read
18944,0,nfs parser tcpdump buffer read print
18945,0,aodv parser tcpdump buffer read print
18946,0,lmp parser tcpdump buffer read print
18947,0,juniper protocols parser tcpdump buffer read print
18948,0,nfs parser tcpdump buffer read print
18949,0,parser tcpdump buffer read print functions
18950,0,apple pktap parser tcpdump buffer read print
18951,0,ieee parser tcpdump buffer read
18952,0,mobility parser tcpdump buffer read print
18954,0,beep parser tcpdump buffer read print
18955,0,icmp parser tcpdump buffer read print
18956,0,arp parser tcpdump buffer read print functions
18957,0,white board protocol parser tcpdump buffer read print functions
18958,0,eap parser tcpdump buffer read print
18959,0,iso es parser tcpdump buffer read print
18960,0,parser tcpdump buffer read print
18961,0,pgm parser tcpdump buffer read print
18962,0,pgm parser tcpdump buffer read print
18963,0,vtp parser tcpdump buffer read print
18964,0,parser tcpdump buffer read print
18965,0,ip parser tcpdump buffer read print
18966,0,mobility parser tcpdump buffer read print
18967,0,mobility parser tcpdump buffer read print
18968,0,mobility parser tcpdump buffer read print
18969,0,iso parser tcpdump buffer read print functions
18970,0,lldp parser tcpdump buffer read print
18971,0,bootp parser tcpdump buffer read print
18972,0,ppp parser tcpdump buffer read print
18974,0,pim parser tcpdump buffer read print functions
18975,0,fragmentation header parser tcpdump buffer read print
18976,0,radius parser tcpdump buffer read print
18977,0,vtp parser tcpdump buffer read print
18978,0,pgm parser tcpdump buffer read print
18979,0,iso parser tcpdump buffer read print
18980,0,parser tcpdump buffer read print
18981,0,ip parser tcpdump buffer read print
18982,0,ppp parser tcpdump buffer read print
18983,0,isakmp parser tcpdump buffer read print functions
18984,0,mptcp parser tcpdump buffer read print functions
18985,0,parser tcpdump buffer read print
18986,0,hncp parser tcpdump buffer read print
18987,0,bgp parser tcpdump buffer read print
18988,0,hncp parser tcpdump buffer read print
18989,0,vqp parser tcpdump buffer read print
18990,0,bgp parser tcpdump buffer read print
18991,0,iso es parser tcpdump buffer read print
18992,0,rsvp parser tcpdump buffer read print
18993,0,rx protocol parser tcpdump buffer read print
18995,0,rpki router parser tcpdump buffer read print rpki
18996,0,rsvp parser tcpdump buffer read print
18997,0,cfm parser tcpdump buffer read print
18998,0,bgp parser tcpdump buffer read print
18999,0,lldp parser tcpdump buffer read print
19000,0,iso parser tcpdump buffer read print
19029,0,imagemagick graphicsmagick heap based buffer read found function sfwscan coders allows attackers cause denial service crafted file
19034,0,imagemagick readonemngimage function coders bounds read mng clip chunk
19041,0,remote code execution vulnerability android system bluetooth product android versions android id
19079,0,possible bounds read missing bounds check lead remote information disclosure additional execution privileges needed user interaction needed exploitation product android versions android id
19080,0,functionality implemented possible bounds reads missing bounds checks lead remote information disclosure additional execution privileges needed user interaction needed exploitation product android versions android id
19081,0,possible bounds read missing bounds check lead remote information disclosure additional execution privileges needed user interaction needed exploitation product android versions android id
19082,0,possible bounds read missing bounds check lead remote information disclosure additional execution privileges needed user interaction needed exploitation product android versions android id
19083,0,possible bounds read missing length decrement operation lead remote information disclosure additional execution privileges needed user interaction needed exploitation product android versions android id
19086,0,getvscoverage possible bounds read incorrect bounds check lead local information disclosure additional privileges needed user interaction needed exploitation product android versions android id
19088,0,function libframesequence bounds read missing bounds check lead remote denial service additional execution privileges needed user interaction needed exploitation product android versions android id
19093,1,ibm quality manager rqm vulnerable html injection remote attacker inject malicious html code viewed executed victim web browser security context hosting site ibm x force id
19094,0,bounds read missing bounds check lead local information disclosure additional execution privileges needed user interaction needed exploitation product android versions android id
19098,0,information disclosure vulnerability upstream kernel encrypted keys product android versions android kernel android id
19103,1,ibm infosphere biginsights allow attacker inject code allow access restricted data files ibm x force id
19121,0,qemu aka quick emulator built vga display emulator support allows local guest os privileged users cause denial service bounds read qemu process crash vectors involving display update
19123,1,norton remove reinstall susceptible dll preloading vulnerability types issues occur application looks dll execution attacker provides malicious dll use instead depending application configured generally follow specific search path locate dll vulnerability exploited simple file write potentially write results foreign dll running context application norton remove reinstall update version released addresses aforementioned vulnerability
19128,0,cisco hdlc parser tcpdump buffer read print
19129,0,olsr parser tcpdump buffer read print
19130,0,parser tcpdump buffer read print
19132,0,parser tcpdump buffer read print functions
19142,0,patternmatch function fontfile libxfont attacker access x connection cause buffer read pattern matching fonts leading information disclosure crash denial service occurs characters incorrectly skipped situations involving characters
19143,0,pcfgetproperties function bitmap libxfont missing boundary check pcf files local attackers authenticated xserver buffer read information disclosure crash x server
19145,0,routing header parser tcpdump buffer read print
19150,0,illegal address access function liblouis
19151,0,illegal address access function liblouis
19162,0,binary file descriptor bfd library aka libbfd distributed gnu binutils validate plt section size allows remote attackers cause denial service heap based buffer read application crash crafted elf file related
19167,0,wireshark ircomm dissector buffer read application crash addressed plugins irda packet adding length validation
19171,0,writethumbnailimage function coders imagemagick allows attacker cause denial service buffer read sending crafted jpeg file
19174,0,bounds read issue discovered certain apple products macos affected issue involves kernel component allows local users bypass intended memory read restrictions
19180,0,issue discovered certain apple products macos affected issue involves intel graphics driver component allows attackers execute arbitrary code privileged context cause denial service bounds read crafted app
19181,0,issue discovered certain apple products macos affected issue involves intel graphics driver component allows local users bypass intended memory read restrictions cause denial service bounds read system crash
19206,0,function libavcodec libbpg products miscalculates memcpy destination address allows remote attackers cause denial service heap based buffer read application crash possibly unspecified impact
19225,1,html injection securimage earlier allows remote attackers inject arbitrary html e mail message body parameter
19239,0,unrar aka unrar free unrar gpl suffers stack based buffer read related extrfile stricomp
19244,0,function binary file descriptor bfd library aka libbfd distributed gnu binutils allows remote attackers cause denial service heap based buffer read application crash crafted elf file
19245,0,function binary file descriptor bfd library aka libbfd distributed gnu binutils allows remote attackers cause denial service heap based buffer read application crash crafted elf file
19246,0,function elf binary file descriptor bfd library aka libbfd distributed gnu binutils allows remote attackers cause denial service heap based buffer read application crash crafted elf file
19247,0,jasper allows remote attackers cause denial service heap based buffer read application crash crafted image related function libjasper base
19257,1,helpdezk allows remote authenticated users execute arbitrary php code uploading attachment requesting directory
19261,0,libarchive allows remote attackers cause denial service heap based buffer read application crash crafted xar archive related mishandling strings function
19274,1,issue discovered squiz matrix authenticated users permissions edit design assets cause remote code execution rce maliciously crafted tag
19278,0,libwpd mishandle iterators allows remote attackers cause denial service heap based buffer read wpxtablelist class vulnerability triggered libreoffice lead suffering remote attack libreoffice application
19279,0,mongodb libbson function bson miscalculates length argument allows remote attackers cause denial service heap based buffer read function bson demonstrated bson
19288,0,bounds read function libsndfile lead remote dos attack information disclosure related mishandling nan infinity floating point values
19289,0,bounds read function libsndfile lead remote dos attack information disclosure related mishandling nan infinity floating point values
19291,0,heap based buffer read sampleimage magickcore imagemagick allows remote attackers cause denial service crafted file
19301,0,error drawimage function magick graphicsmagick allows remote attackers cause denial service drawdashpolygon heap based buffer read application crash crafted file
19302,0,parameter verification issue discovered xen function allows callers specify numa node allocations memflags parameter node extracted macro function checks special constant specified handle case node allows bounds access internal array
19317,1,remote code execution vulnerability hp ucmdb foundation software versions remotely exploited allow code execution
19338,1,ibm emptoris services procurement allow remote attacker include arbitrary files remote attacker send specially crafted url specify malicious file remote system allow attacker execute arbitrary code vulnerable web server ibm x force id
19345,0,stack based buffer read discovered filteryule version vulnerability causes application crash leads remote denial service
19346,0,stack based buffer read discovered mpglibdbl version vulnerability causes application crash leads remote denial service
19348,0,buffer read discovered mpglibdbl version vulnerability causes application crash leads remote denial service
19378,0,exploitable bounds read vulnerability exists libevm ethereum virtual machine cpp ethereum specially crafted smart contract code cause bounds read subsequently trigger bounds write resulting remote code execution attacker create send malicious smart contract trigger vulnerability
19379,0,exploitable information leak denial service vulnerability exists libevm ethereum virtual machine opcode handler cpp ethereum specially crafted smart contract code cause bounds read leading memory disclosure denial service attacker create send malicious smart contract trigger vulnerability
19382,0,specially crafted email delivered smtp passed dovecot mta trigger bounds read resulting potential sensitive information disclosure denial service order trigger vulnerability attacker needs send specially crafted email message server
19401,0,bounds read flaw exists libarchive extracting specially crafted iso file related
19402,0,libarchive suffers error names rar archives leading bounds read
19404,0,libarchive suffers bounds read extracting specially crafted lha archive related
19421,0,function binary file descriptor bfd library aka libbfd distributed gnu binutils mishandles hintname vector entries allows remote attackers cause denial service heap based buffer read application crash crafted pe file related function
19440,0,imagemagick bounds read flaw related readtiffimage reported coders attacker possibly exploit flaw disclose potentially sensitive memory cause application crash
19441,0,libraw bounds read flaw related reported dcraw internal attacker possibly exploit flaw disclose potentially sensitive memory cause application crash
19456,0,xiph org libvorbis bounds array read vulnerability exists function lead dos operating crafted audio file
19464,0,class core version uses incorrect character data type leading heap based buffer read application crash core
19466,0,heap based buffer read discovered codecs version vulnerability causes application crash leads remote denial service
19467,0,classes version properly validate data sizes leading heap based buffer read application crash core
19475,1,ibm infosphere information server allow local user gain elevated privileges placing arbitrary files installation directories ibm x force id
19497,0,libofx allows remote attackers cause denial service heap based buffer read application crash crafted file demonstrated ofxdump
19498,0,readrleimage coders graphicsmagick mishandles rle headers specify colors allows remote attackers cause denial service heap based buffer read application crash crafted file
19518,1,upload modules page genixcms remote authenticated users execute arbitrary php code file zip archive module
19521,0,function libbpg allows remote attackers cause denial service bounds read application crash possibly unspecified impact crafted bpg file related improper interaction libavcodec ffmpeg libavcodec ffmpeg
19530,0,vulnerability allows remote attackers disclose sensitive vulnerable installations foxit reader user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists parsing images embedded pdf files issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute code context current process zdi
19531,0,vulnerability allows remote attackers disclose sensitive information vulnerable installations foxit reader user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists channel number member cdef box issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute code context current process zdi
19533,0,vulnerability allows remote attackers disclose sensitive information vulnerable installations foxit reader user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists tile index sot marker images issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute code context current process zdi
19534,0,vulnerability allows remote attackers disclose sensitive information vulnerable installations foxit reader user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists parsing xtsiz member siz markers issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute code context current process zdi
19535,0,vulnerability allows remote attackers disclose sensitive information vulnerable installations foxit reader user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists parsing xosiz member siz markers issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute code context current process zdi
19551,1,orpak siteomat orcu component vulnerable code injection versions prior search query uses direct shell command tampering request attacker able run shell commands receive valid output device
19553,0,heap based buffer read function crafted input lead denial service attack
19558,0,flashing meta image buffer read potentially occur number images maximum range android releases caf linux kernel android msm firefox os msm qrd android security patch level
19563,0,flashing meta image buffer read potentially occur image size smaller image header size smaller image header size total image header entry android releases caf linux kernel android msm firefox os msm qrd android security patch level
19564,0,android msm firefox os msm qrd android android releases caf linux kernel processing sendactionframe ioctl buffer read occur payload length
19565,0,android msm firefox os msm qrd android android releases caf linux kernel processing specially crafted vendor command buffer read occur
19566,0,snapdragon automobile snapdragon iot snapdragon mobile sd sd sd sd sd sd sd sd sd sd sd sd sd sd buffer overread possible newlines input file
19576,0,openexif allows remote attackers cause denial service stack based buffer read application crash crafted jpeg file
19582,0,binary file descriptor bfd library aka libbfd distributed gnu binutils mishandles length calculation allows remote attackers cause denial service heap based buffer read application crash crafted elf file related
19597,0,function poppler heap based buffer read vulnerability bounds font dictionary index encountered allows attacker launch denial service attack
19616,0,lame heap based buffer read handling malformed file
19619,0,binary file descriptor bfd library aka libbfd distributed gnu binutils mishandles pointers allows remote attackers cause denial service application crash possibly unspecified impact crafted elf file related demonstrated heap based buffer read
19620,0,binary file descriptor bfd library aka libbfd distributed gnu binutils allows remote attackers cause denial service heap based buffer read application crash crafted elf file related
19629,0,freebsd function sys netsmb race condition resultant bounds read cause strings lack final character
19632,0,lame heap based buffer read related different vulnerability
19689,0,irssi installing themes unterminated colour formatting sequences access data end string
19718,0,s s s s s input validation vulnerability huawei multiple products insufficient input validation unauthenticated remote attacker craft malformed stream control transmission protocol sctp packet send device causing device read bounds restart
19719,0,bounds read vulnerabilities huawei products insufficient input validation remote attacker exploit vulnerabilities sending specially crafted related packets target devices successful exploit cause bounds read possibly crash system
19720,0,bounds read vulnerabilities huawei products insufficient input validation remote attacker exploit vulnerabilities sending specially crafted related packets target devices successful exploit cause bounds read possibly crash system
19722,0,bounds read vulnerabilities huawei products insufficient input validation remote attacker exploit vulnerabilities sending specially crafted related packets target devices successful exploit cause bounds read possibly crash system
19726,0,huawei s s s s s ips module max presence ngfw module t t c secospace secospace viewpoint bounds read vulnerability protocol unauthenticated remote attacker send crafted packets affected products insufficient verification packets successful exploit cause process reboot
19734,0,huawei viewpoint viewpoint viewpoint bounds read vulnerability attacker control peer device send specially crafted messages affected products insufficient input validation successful exploit cause service abnormal
19741,0,function libr asm arch wasm allows remote attackers cause denial service stack based buffer read application crash possibly unspecified impact crafted wasm file triggers incorrect
19746,1,telnet service mobatek mobaxterm require authentication allows remote attackers execute arbitrary commands tcp port
19753,0,iteration non finite points skia google chrome prior allowed remote attacker perform bounds memory read crafted html page
19756,0,memory corruption bug webassembly lead bounds read write webassembly google chrome prior allowed remote attacker execute arbitrary code inside sandbox crafted html page
19763,0,insufficient data validation builtins string generator lead bounds read write access google chrome prior allowed remote attacker execute arbitrary code inside sandbox crafted html page
19811,0,function libavcodec ffmpeg possibly earlier allows remote attackers unspecified impact crafted file triggers bounds read
19829,0,certain cases irssi fail verify safe channel id long causing reads end string
19835,1,send function ezcmailmtatransport class zeta components mail properly restrict set characters ezcmail returnpath property allow remote attackers execute arbitrary code crafted email address demonstrated containing path wwwroot
19840,0,android msm firefox os msm qrd android android releases caf linux kernel drivers media platform msm sensor flash possible bounds read improper input validation lead local information disclosure system execution privileges needed user interaction needed exploitation
19843,0,android releases android msm firefox os msm qrd android caf linux kernel processing gpt update bounds memory access potentially occur
19850,0,qualcomm android msm firefox os msm qrd android android releases caf linux kernel security patch level policy packet pattern attribute defined lead buffer read
19851,0,android releases android msm firefox os msm qrd android caf linux kernel processing function writing device values flash uninitialized memory written flash
19854,0,qualcomm android msm firefox os msm qrd android android releases caf linux kernel security patch level processing ptt commands invoked validating packet length packet length invalid buffer read occur
19889,0,gnu libextractor bounds read function plugins
19893,0,integer exception negative number leading invalid memory access exists libr bin format elf crafted elf files systems
19894,0,integer exception negative number leading invalid memory access exists libr bin format elf crafted elf files parsing elf version systems
19897,1,artica pandora fms version vulnerable remote php code execution manager files function exploitable administrators upload php file
19959,1,summit node web framework pouchdb driver module summit later allows attacker execute arbitrary commands collection
19970,1,remote code execution vulnerability found pg module remote database query specifies specially crafted column likely scenarios likely vulnerable executing unsafe user supplied sql contains malicious column connecting untrusted database executing query returns results column names malicious
19974,1,based details posted electronjs team remote code execution vulnerability discovered google chromium affects recent versions electron electron app accesses remote content vulnerable exploit regardless sandbox docs api sandbox option enabled
19978,0,ox gem ruby process crashes stack based buffer read function crafted input supplied
19987,0,graphicsmagick vulnerable memory information disclosure vulnerability found describeimage function magick file heap based buffer read portion code containing vulnerability responsible printing iptc profile information contained image vulnerability triggered specially crafted miff file bounds buffer dereference certain increments checked
19989,0,radare bounds read vulnerability exists libr bin string search
19991,0,issue discovered adobe acrobat reader earlier versions earlier versions earlier versions earlier versions vulnerability instance bounds read vulnerability makeaccesible plugin handling font data causes bounds memory access triggers access violation exception attackers exploit vulnerability bounds access unintended reads writes frees potentially leading code corruption control flow hijack information leak attack
19992,0,issue discovered adobe acrobat reader earlier versions earlier versions earlier versions earlier versions vulnerability caused buffer read module handles character codes certain textual representations invalid input leads computation pointer arithmetic results location outside valid memory locations belonging buffer attack obtain sensitive information object heap addresses etc
19993,0,issue discovered adobe acrobat reader earlier versions earlier versions earlier versions earlier versions vulnerability caused buffer read true font parsing module corrupted cmap table input leads computation pointer arithmetic results location outside valid memory locations belonging buffer attack obtain sensitive information object heap addresses etc
19994,0,issue discovered adobe acrobat reader earlier versions earlier versions earlier versions earlier versions vulnerability occurs computation reads data past end target buffer computation javascript engine use invalid range pointer offset access internal data structure fields causes vulnerability successful attack lead sensitive data exposure
19995,0,issue discovered adobe acrobat reader earlier versions earlier versions earlier versions earlier versions vulnerability caused buffer read jpeg module invalid jpeg input code stream leads computation pointer arithmetic results location outside valid memory locations belonging buffer attack obtain sensitive information object heap addresses etc
19996,0,issue discovered adobe acrobat reader earlier versions earlier versions earlier versions earlier versions vulnerability occurs result computation reads data past end target buffer computation makeaccessible plugin use invalid range pointer offset access internal data structure fields causes vulnerability successful attack lead sensitive data exposure
